,question,answer,context,answer_start,title
1836,hỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát thuộc về đơn vị nào,tổng công ty VTPOST,"cụm chỉ tiêu ""Tỷ lệ gỡ bài thành công dịch vụ chuyển phát"" này được coi là 1 chỉ tiêu (vì nó không có chỉ tiêu con). Hiện tại tổng công ty VTPOST tại 2022 có chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát có đánh giá không đạt có kpi nhận được là 82.7%, chỉ bằng 0.94 lần so với kpi nhận được năm ngoái",133,groupMonthDetail
1837,kết quả đạt được của Chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO là bao nhiêu,87.2%,"Trong năm 2020, cụm chỉ tiêu ""Mức độ hài lòng"" tính đến tháng 2 năm 2020 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 5, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO với con số nhận được là 84.1%, giảm 3.1% khi so sánh với mục tiêu kpi đề ra là 87.2%. Đối với kpi năm trước nhận được 82.2%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định với con số nhận được là 92.3%, giảm 3.0% khi so sánh với mục tiêu kpi đề ra là 95.3%. Đối với kpi năm trước nhận được 82.4%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng SME với con số nhận được là 82.9%, giảm 3.4% khi so sánh với mục tiêu kpi đề ra là 86.3%. Đối với kpi năm trước nhận được 86.9%",413,groupMonthDetail
1838,mục tiêu kpi đề ra của Chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO là bao nhiêu,82.2%,"Trong năm 2020, cụm chỉ tiêu ""Mức độ hài lòng"" tính đến tháng 2 năm 2020 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 5, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO với con số nhận được là 84.1%, giảm 3.1% khi so sánh với mục tiêu kpi đề ra là 87.2%. Đối với kpi năm trước nhận được 82.2%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định với con số nhận được là 92.3%, giảm 3.0% khi so sánh với mục tiêu kpi đề ra là 95.3%. Đối với kpi năm trước nhận được 82.4%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng SME với con số nhận được là 82.9%, giảm 3.4% khi so sánh với mục tiêu kpi đề ra là 86.3%. Đối với kpi năm trước nhận được 86.9%",452,groupMonthDetail
1839,Chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO đạt được của năm trước là bao nhiêu,giảm 3.1%,"Trong năm 2020, cụm chỉ tiêu ""Mức độ hài lòng"" tính đến tháng 2 năm 2020 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 5, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO với con số nhận được là 84.1%, giảm 3.1% khi so sánh với mục tiêu kpi đề ra là 87.2%. Đối với kpi năm trước nhận được 82.2%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định với con số nhận được là 92.3%, giảm 3.0% khi so sánh với mục tiêu kpi đề ra là 95.3%. Đối với kpi năm trước nhận được 82.4%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng SME với con số nhận được là 82.9%, giảm 3.4% khi so sánh với mục tiêu kpi đề ra là 86.3%. Đối với kpi năm trước nhận được 86.9%",365,groupMonthDetail
1840,"so với kpi đề ra, Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định đạt được chênh lệch bao nhiêu",giảm 3.0%,"Trong năm 2020, cụm chỉ tiêu ""Mức độ hài lòng"" tính đến tháng 2 năm 2020 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 5, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO với con số nhận được là 84.1%, giảm 3.1% khi so sánh với mục tiêu kpi đề ra là 87.2%. Đối với kpi năm trước nhận được 82.2%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định với con số nhận được là 92.3%, giảm 3.0% khi so sánh với mục tiêu kpi đề ra là 95.3%. Đối với kpi năm trước nhận được 82.4%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng SME với con số nhận được là 82.9%, giảm 3.4% khi so sánh với mục tiêu kpi đề ra là 86.3%. Đối với kpi năm trước nhận được 86.9%",568,groupMonthDetail
1841,kết quả đạt được của Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định  là bao nhiêu,92.3%,"Trong năm 2020, cụm chỉ tiêu ""Mức độ hài lòng"" tính đến tháng 2 năm 2020 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 5, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO với con số nhận được là 84.1%, giảm 3.1% khi so sánh với mục tiêu kpi đề ra là 87.2%. Đối với kpi năm trước nhận được 82.2%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định với con số nhận được là 92.3%, giảm 3.0% khi so sánh với mục tiêu kpi đề ra là 95.3%. Đối với kpi năm trước nhận được 82.4%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng SME với con số nhận được là 82.9%, giảm 3.4% khi so sánh với mục tiêu kpi đề ra là 86.3%. Đối với kpi năm trước nhận được 86.9%",561,groupMonthDetail
1842,kết quả đạt được của Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng SME trong năm trước là bao nhiêu,86.9%,"Trong năm 2020, cụm chỉ tiêu ""Mức độ hài lòng"" tính đến tháng 2 năm 2020 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 5, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO với con số nhận được là 84.1%, giảm 3.1% khi so sánh với mục tiêu kpi đề ra là 87.2%. Đối với kpi năm trước nhận được 82.2%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định với con số nhận được là 92.3%, giảm 3.0% khi so sánh với mục tiêu kpi đề ra là 95.3%. Đối với kpi năm trước nhận được 82.4%
+ Chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng SME với con số nhận được là 82.9%, giảm 3.4% khi so sánh với mục tiêu kpi đề ra là 86.3%. Đối với kpi năm trước nhận được 86.9%",854,groupMonthDetail
1843,đơn vị nào quản lý chỉ tiêu Dịch vụ ViettelPay ,VDS,"cụm chỉ tiêu ""Tỷ lệ phản ánh/ khiếu nại của KH"" này được coi là 1 chỉ tiêu (vì nó không có chỉ tiêu con). Đơn vị VDS trong t1/2023 có chỉ tiêu Dịch vụ ViettelPay có kết quả là không đạt có kết quả là 13.1%. Gấp 2.47 lần so với kpi là t12/2023. Ngoài ra so với cùng kỳ năm ngoái chỉ tiêu có được là 13.6% giảm 0.5%",113,groupMonthDetail
1844, chỉ tiêu Dịch vụ ViettelPay thuộc về đơn vị nào,VDS,"cụm chỉ tiêu ""Tỷ lệ phản ánh/ khiếu nại của KH"" này được coi là 1 chỉ tiêu (vì nó không có chỉ tiêu con). Đơn vị VDS trong t1/2023 có chỉ tiêu Dịch vụ ViettelPay có kết quả là không đạt có kết quả là 13.1%. Gấp 2.47 lần so với kpi là t12/2023. Ngoài ra so với cùng kỳ năm ngoái chỉ tiêu có được là 13.6% giảm 0.5%",113,groupMonthDetail
1845,kết quả của chỉ tiêu Dịch vụ ViettelPay  có đạt không,không đạt,"cụm chỉ tiêu ""Tỷ lệ phản ánh/ khiếu nại của KH"" này được coi là 1 chỉ tiêu (vì nó không có chỉ tiêu con). Đơn vị VDS trong t1/2023 có chỉ tiêu Dịch vụ ViettelPay có kết quả là không đạt có kết quả là 13.1%. Gấp 2.47 lần so với kpi là t12/2023. Ngoài ra so với cùng kỳ năm ngoái chỉ tiêu có được là 13.6% giảm 0.5%",176,groupMonthDetail
1846,"so với cùng kỳ năm ngoái, kết quả của chỉ tiêu Dịch vụ ViettelPay chênh lệch như nào",giảm 0.5%,"cụm chỉ tiêu ""Tỷ lệ phản ánh/ khiếu nại của KH"" này được coi là 1 chỉ tiêu (vì nó không có chỉ tiêu con). Đơn vị VDS trong t1/2023 có chỉ tiêu Dịch vụ ViettelPay có kết quả là không đạt có kết quả là 13.1%. Gấp 2.47 lần so với kpi là t12/2023. Ngoài ra so với cùng kỳ năm ngoái chỉ tiêu có được là 13.6% giảm 0.5%",304,groupMonthDetail
1847,kết quả của chỉ tiêu Dịch vụ ViettelPay  năm ngoái đạt bao nhiêu,13.6%,"cụm chỉ tiêu ""Tỷ lệ phản ánh/ khiếu nại của KH"" này được coi là 1 chỉ tiêu (vì nó không có chỉ tiêu con). Đơn vị VDS trong t1/2023 có chỉ tiêu Dịch vụ ViettelPay có kết quả là không đạt có kết quả là 13.1%. Gấp 2.47 lần so với kpi là t12/2023. Ngoài ra so với cùng kỳ năm ngoái chỉ tiêu có được là 13.6% giảm 0.5%",298,groupMonthDetail
1848,"so với mục tiêu kpi đề ra, Chỉ tiêu Nhóm dịch vụ viễn thông di động đạt được bao nhiêu lần ",0.83 lần,"Trong quý 2 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một phản ánh (FO)"" tính đến tháng 6 năm 2022 vớI điều kiện để đạt được là <= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 1 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. đi sâu hơn ta ta có được:
+ Chỉ tiêu Nhóm dịch vụ viễn thông di động chỉ tiêu hiện đã chỉ bằng 0.83 lần so với mục tiêu kpi ban đầu đề ra là 0.6 giây. Dữ liệu còn cho biết với 2/2021 chỉ tiêu có được là 0.4 giây tăng 0.1 giây
+ Chỉ tiêu Nhóm dịch vụ viễn thông cố định chỉ tiêu hiện đã gấp 1.45 lần so với mục tiêu kpi ban đầu có giá trị 10.3 giây. Trong khi đó quý 2 năm 2021 chỉ tiêu có được là 13.9 giây
+ Chỉ tiêu Nhóm dịch vụ sme chỉ tiêu hiện đã chỉ bằng 0.52 lần so với mục tiêu kpi ban đầu. Dữ liệu còn cho biết cùng kỳ năm trước chỉ tiêu có được là 2.5 giây giảm 1.3 giây",343,groupMonthDetail
1849,mục tiêu kpi đề ra của Chỉ tiêu Nhóm dịch vụ viễn thông di động là bao nhiêu,0.6 giây,"Trong quý 2 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một phản ánh (FO)"" tính đến tháng 6 năm 2022 vớI điều kiện để đạt được là <= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 1 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. đi sâu hơn ta ta có được:
+ Chỉ tiêu Nhóm dịch vụ viễn thông di động chỉ tiêu hiện đã chỉ bằng 0.83 lần so với mục tiêu kpi ban đầu đề ra là 0.6 giây. Dữ liệu còn cho biết với 2/2021 chỉ tiêu có được là 0.4 giây tăng 0.1 giây
+ Chỉ tiêu Nhóm dịch vụ viễn thông cố định chỉ tiêu hiện đã gấp 1.45 lần so với mục tiêu kpi ban đầu có giá trị 10.3 giây. Trong khi đó quý 2 năm 2021 chỉ tiêu có được là 13.9 giây
+ Chỉ tiêu Nhóm dịch vụ sme chỉ tiêu hiện đã chỉ bằng 0.52 lần so với mục tiêu kpi ban đầu. Dữ liệu còn cho biết cùng kỳ năm trước chỉ tiêu có được là 2.5 giây giảm 1.3 giây",389,groupMonthDetail
1850,kết quả đạt được của Chỉ tiêu Nhóm dịch vụ viễn thông cố định gấp bao nhiêu lần so với mục tiêu kpi đề ra,1.45 lần,"Trong quý 2 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một phản ánh (FO)"" tính đến tháng 6 năm 2022 vớI điều kiện để đạt được là <= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 1 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. đi sâu hơn ta ta có được:
+ Chỉ tiêu Nhóm dịch vụ viễn thông di động chỉ tiêu hiện đã chỉ bằng 0.83 lần so với mục tiêu kpi ban đầu đề ra là 0.6 giây. Dữ liệu còn cho biết với 2/2021 chỉ tiêu có được là 0.4 giây tăng 0.1 giây
+ Chỉ tiêu Nhóm dịch vụ viễn thông cố định chỉ tiêu hiện đã gấp 1.45 lần so với mục tiêu kpi ban đầu có giá trị 10.3 giây. Trong khi đó quý 2 năm 2021 chỉ tiêu có được là 13.9 giây
+ Chỉ tiêu Nhóm dịch vụ sme chỉ tiêu hiện đã chỉ bằng 0.52 lần so với mục tiêu kpi ban đầu. Dữ liệu còn cho biết cùng kỳ năm trước chỉ tiêu có được là 2.5 giây giảm 1.3 giây",538,groupMonthDetail
1851,mục tiêu đề ra của Chỉ tiêu Nhóm dịch vụ viễn thông cố định là bao nhiêu,10.3 giây,"Trong quý 2 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một phản ánh (FO)"" tính đến tháng 6 năm 2022 vớI điều kiện để đạt được là <= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 1 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. đi sâu hơn ta ta có được:
+ Chỉ tiêu Nhóm dịch vụ viễn thông di động chỉ tiêu hiện đã chỉ bằng 0.83 lần so với mục tiêu kpi ban đầu đề ra là 0.6 giây. Dữ liệu còn cho biết với 2/2021 chỉ tiêu có được là 0.4 giây tăng 0.1 giây
+ Chỉ tiêu Nhóm dịch vụ viễn thông cố định chỉ tiêu hiện đã gấp 1.45 lần so với mục tiêu kpi ban đầu có giá trị 10.3 giây. Trong khi đó quý 2 năm 2021 chỉ tiêu có được là 13.9 giây
+ Chỉ tiêu Nhóm dịch vụ sme chỉ tiêu hiện đã chỉ bằng 0.52 lần so với mục tiêu kpi ban đầu. Dữ liệu còn cho biết cùng kỳ năm trước chỉ tiêu có được là 2.5 giây giảm 1.3 giây",586,groupMonthDetail
1852,kết quả đạt được của Chỉ tiêu Nhóm dịch vụ viễn thông cố định trong năm ngoái là bao nhiêu,13.9 giây,"Trong quý 2 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một phản ánh (FO)"" tính đến tháng 6 năm 2022 vớI điều kiện để đạt được là <= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 1 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. đi sâu hơn ta ta có được:
+ Chỉ tiêu Nhóm dịch vụ viễn thông di động chỉ tiêu hiện đã chỉ bằng 0.83 lần so với mục tiêu kpi ban đầu đề ra là 0.6 giây. Dữ liệu còn cho biết với 2/2021 chỉ tiêu có được là 0.4 giây tăng 0.1 giây
+ Chỉ tiêu Nhóm dịch vụ viễn thông cố định chỉ tiêu hiện đã gấp 1.45 lần so với mục tiêu kpi ban đầu có giá trị 10.3 giây. Trong khi đó quý 2 năm 2021 chỉ tiêu có được là 13.9 giây
+ Chỉ tiêu Nhóm dịch vụ sme chỉ tiêu hiện đã chỉ bằng 0.52 lần so với mục tiêu kpi ban đầu. Dữ liệu còn cho biết cùng kỳ năm trước chỉ tiêu có được là 2.5 giây giảm 1.3 giây",645,groupMonthDetail
1853,kết quả của Chỉ tiêu Nhóm dịch vụ sme trong năm trước là bao nhiêu,2.5 giây,"Trong quý 2 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một phản ánh (FO)"" tính đến tháng 6 năm 2022 vớI điều kiện để đạt được là <= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 1 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. đi sâu hơn ta ta có được:
+ Chỉ tiêu Nhóm dịch vụ viễn thông di động chỉ tiêu hiện đã chỉ bằng 0.83 lần so với mục tiêu kpi ban đầu đề ra là 0.6 giây. Dữ liệu còn cho biết với 2/2021 chỉ tiêu có được là 0.4 giây tăng 0.1 giây
+ Chỉ tiêu Nhóm dịch vụ viễn thông cố định chỉ tiêu hiện đã gấp 1.45 lần so với mục tiêu kpi ban đầu có giá trị 10.3 giây. Trong khi đó quý 2 năm 2021 chỉ tiêu có được là 13.9 giây
+ Chỉ tiêu Nhóm dịch vụ sme chỉ tiêu hiện đã chỉ bằng 0.52 lần so với mục tiêu kpi ban đầu. Dữ liệu còn cho biết cùng kỳ năm trước chỉ tiêu có được là 2.5 giây giảm 1.3 giây",806,groupMonthDetail
1854,"so với chỉ tiêu đề ra, kết quả đạt được của Chỉ tiêu Nhóm dịch vụ sme đạt bao nhiêu lần",0.52 lần,"Trong quý 2 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một phản ánh (FO)"" tính đến tháng 6 năm 2022 vớI điều kiện để đạt được là <= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 1 chỉ tiêu, số chỉ tiêu đạt là 2 chỉ tiêu. đi sâu hơn ta ta có được:
+ Chỉ tiêu Nhóm dịch vụ viễn thông di động chỉ tiêu hiện đã chỉ bằng 0.83 lần so với mục tiêu kpi ban đầu đề ra là 0.6 giây. Dữ liệu còn cho biết với 2/2021 chỉ tiêu có được là 0.4 giây tăng 0.1 giây
+ Chỉ tiêu Nhóm dịch vụ viễn thông cố định chỉ tiêu hiện đã gấp 1.45 lần so với mục tiêu kpi ban đầu có giá trị 10.3 giây. Trong khi đó quý 2 năm 2021 chỉ tiêu có được là 13.9 giây
+ Chỉ tiêu Nhóm dịch vụ sme chỉ tiêu hiện đã chỉ bằng 0.52 lần so với mục tiêu kpi ban đầu. Dữ liệu còn cho biết cùng kỳ năm trước chỉ tiêu có được là 2.5 giây giảm 1.3 giây",709,groupMonthDetail
1855,hiện trạng của Chỉ tiêu Giao tiền nhanh (trong 2h) đạt bao nhiêu,88.0%,"Với q2/2023, cụm chỉ tiêu ""Tiến độ giao tiền của DV chuyển tiền"" tính đến tháng 6 năm 2023 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Giao tiền nhanh (trong 2h) với hiện trạng là 88.0%, giảm 11.0% so với mục tiêu kpi là 99.0%. Chỉ bằng 0.98 lần so với kpi là vào quý 1 năm 2023
+ Chỉ tiêu Giao tiền nhanh (trong 4h) với hiện trạng là 85.9%, giảm 10.3% so với mục tiêu kpi là 96.2%. Chỉ bằng 0.92 lần so với kpi là q1/2023
+ Chỉ tiêu Giao tiền nhanh (trong 24h) với hiện trạng là 83.2%, giảm 0.8% so với mục tiêu kpi là 84.0%. Giảm 2.1% so với kpi là quý trước đó",273,groupMonthDetail
1856,mục tiêu đề ra của Chỉ tiêu Giao tiền nhanh (trong 2h) là bao nhiêu,99.0%,"Với q2/2023, cụm chỉ tiêu ""Tiến độ giao tiền của DV chuyển tiền"" tính đến tháng 6 năm 2023 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Giao tiền nhanh (trong 2h) với hiện trạng là 88.0%, giảm 11.0% so với mục tiêu kpi là 99.0%. Chỉ bằng 0.98 lần so với kpi là vào quý 1 năm 2023
+ Chỉ tiêu Giao tiền nhanh (trong 4h) với hiện trạng là 85.9%, giảm 10.3% so với mục tiêu kpi là 96.2%. Chỉ bằng 0.92 lần so với kpi là q1/2023
+ Chỉ tiêu Giao tiền nhanh (trong 24h) với hiện trạng là 83.2%, giảm 0.8% so với mục tiêu kpi là 84.0%. Giảm 2.1% so với kpi là quý trước đó",314,groupMonthDetail
1857,kết quả đạt được của Chỉ tiêu Giao tiền nhanh (trong 2h) so với mục tiêu đề ra khác nhau như nào,giảm 11.0%,"Với q2/2023, cụm chỉ tiêu ""Tiến độ giao tiền của DV chuyển tiền"" tính đến tháng 6 năm 2023 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Giao tiền nhanh (trong 2h) với hiện trạng là 88.0%, giảm 11.0% so với mục tiêu kpi là 99.0%. Chỉ bằng 0.98 lần so với kpi là vào quý 1 năm 2023
+ Chỉ tiêu Giao tiền nhanh (trong 4h) với hiện trạng là 85.9%, giảm 10.3% so với mục tiêu kpi là 96.2%. Chỉ bằng 0.92 lần so với kpi là q1/2023
+ Chỉ tiêu Giao tiền nhanh (trong 24h) với hiện trạng là 83.2%, giảm 0.8% so với mục tiêu kpi là 84.0%. Giảm 2.1% so với kpi là quý trước đó",280,groupMonthDetail
1858,hiện trạng của Chỉ tiêu Giao tiền nhanh (trong 4h) đạt bao nhiêu,85.9%,"Với q2/2023, cụm chỉ tiêu ""Tiến độ giao tiền của DV chuyển tiền"" tính đến tháng 6 năm 2023 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Giao tiền nhanh (trong 2h) với hiện trạng là 88.0%, giảm 11.0% so với mục tiêu kpi là 99.0%. Chỉ bằng 0.98 lần so với kpi là vào quý 1 năm 2023
+ Chỉ tiêu Giao tiền nhanh (trong 4h) với hiện trạng là 85.9%, giảm 10.3% so với mục tiêu kpi là 96.2%. Chỉ bằng 0.92 lần so với kpi là q1/2023
+ Chỉ tiêu Giao tiền nhanh (trong 24h) với hiện trạng là 83.2%, giảm 0.8% so với mục tiêu kpi là 84.0%. Giảm 2.1% so với kpi là quý trước đó",428,groupMonthDetail
1859,mục tiêu đề ra của Chỉ tiêu Giao tiền nhanh (trong 4h) là bao nhiêu,96.2%,"Với q2/2023, cụm chỉ tiêu ""Tiến độ giao tiền của DV chuyển tiền"" tính đến tháng 6 năm 2023 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Giao tiền nhanh (trong 2h) với hiện trạng là 88.0%, giảm 11.0% so với mục tiêu kpi là 99.0%. Chỉ bằng 0.98 lần so với kpi là vào quý 1 năm 2023
+ Chỉ tiêu Giao tiền nhanh (trong 4h) với hiện trạng là 85.9%, giảm 10.3% so với mục tiêu kpi là 96.2%. Chỉ bằng 0.92 lần so với kpi là q1/2023
+ Chỉ tiêu Giao tiền nhanh (trong 24h) với hiện trạng là 83.2%, giảm 0.8% so với mục tiêu kpi là 84.0%. Giảm 2.1% so với kpi là quý trước đó",469,groupMonthDetail
1860,"so với kết quả đề ra, kết quả đạt được của Chỉ tiêu Giao tiền nhanh (trong 4h) thay đổi như nào",giảm 10.3%,"Với q2/2023, cụm chỉ tiêu ""Tiến độ giao tiền của DV chuyển tiền"" tính đến tháng 6 năm 2023 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Giao tiền nhanh (trong 2h) với hiện trạng là 88.0%, giảm 11.0% so với mục tiêu kpi là 99.0%. Chỉ bằng 0.98 lần so với kpi là vào quý 1 năm 2023
+ Chỉ tiêu Giao tiền nhanh (trong 4h) với hiện trạng là 85.9%, giảm 10.3% so với mục tiêu kpi là 96.2%. Chỉ bằng 0.92 lần so với kpi là q1/2023
+ Chỉ tiêu Giao tiền nhanh (trong 24h) với hiện trạng là 83.2%, giảm 0.8% so với mục tiêu kpi là 84.0%. Giảm 2.1% so với kpi là quý trước đó",435,groupMonthDetail
1861,"so với quý trước, kết quả của Chỉ tiêu Giao tiền nhanh (trong 24h) thay đổi như nào",Giảm 2.1%,"Với q2/2023, cụm chỉ tiêu ""Tiến độ giao tiền của DV chuyển tiền"" tính đến tháng 6 năm 2023 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Giao tiền nhanh (trong 2h) với hiện trạng là 88.0%, giảm 11.0% so với mục tiêu kpi là 99.0%. Chỉ bằng 0.98 lần so với kpi là vào quý 1 năm 2023
+ Chỉ tiêu Giao tiền nhanh (trong 4h) với hiện trạng là 85.9%, giảm 10.3% so với mục tiêu kpi là 96.2%. Chỉ bằng 0.92 lần so với kpi là q1/2023
+ Chỉ tiêu Giao tiền nhanh (trong 24h) với hiện trạng là 83.2%, giảm 0.8% so với mục tiêu kpi là 84.0%. Giảm 2.1% so với kpi là quý trước đó",620,groupMonthDetail
1862,hiện trạng của Chỉ tiêu Giao tiền nhanh (trong 24h) đạt bao nhiêu,83.2%,"Với q2/2023, cụm chỉ tiêu ""Tiến độ giao tiền của DV chuyển tiền"" tính đến tháng 6 năm 2023 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Giao tiền nhanh (trong 2h) với hiện trạng là 88.0%, giảm 11.0% so với mục tiêu kpi là 99.0%. Chỉ bằng 0.98 lần so với kpi là vào quý 1 năm 2023
+ Chỉ tiêu Giao tiền nhanh (trong 4h) với hiện trạng là 85.9%, giảm 10.3% so với mục tiêu kpi là 96.2%. Chỉ bằng 0.92 lần so với kpi là q1/2023
+ Chỉ tiêu Giao tiền nhanh (trong 24h) với hiện trạng là 83.2%, giảm 0.8% so với mục tiêu kpi là 84.0%. Giảm 2.1% so với kpi là quý trước đó",573,groupMonthDetail
